Dates,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,the District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
3/1/2021,182479.25,325434.9,331004.55,166923.5,614765.81,447623.2,293063.9,304894.47,625278.97,276053.96,238431.74,666071.56,372346.82,210396.3,180405.48,171714.73,170442.69,163505.68,193442.11,285661.3,352670.01,481108.71,192204.62,281361.44,151687.87,189712.36,324436,201662.79,333463.17,336870.12,396513.05,229077,382271.21,241647.73,230650,176111.48,157431.3,415506.9,214485.71,341095.15,218924.22,233274.22,232564.58,239903.88,411968.7,299259.42,310278.53,477112.78,135446.83,231085.36,280062
4/1/2021,184766.54,326346.06,338654.22,168871.54,623735.9,456258.76,297500.05,309032.76,629678.18,280285.61,242601.9,674791.92,386207.15,212815.62,183329.06,173377.1,172706.23,165186.91,194369.04,290763.6,357708.53,488432.77,195365.19,284977.55,153447.37,192858.98,332991,204640.05,339424.68,343802.38,401851.52,232637,386433.26,245638.15,231540,178536.35,159253.7,423462.08,217369.79,347509.03,221774.54,236442.36,236141.89,243674.53,422012.06,302987.17,314173.67,487363.89,137160.61,233728.74,283052
5/1/2021,187334.07,328360.56,347784.17,171056.19,634477.03,465597.95,302121.05,313125.61,635003.84,285406.59,247101.85,685108.66,400595.84,214990.93,186356.67,175287.91,175309.88,166999.55,195300.76,296596.28,362619.31,496074.68,198603,289058.43,155378.28,196184.17,342658,207821.73,346584.63,351071.85,407091.89,236165,390594.05,250126.49,233087,181081.67,161148.3,431250.46,220266.52,353989.31,225095.88,240249.03,240232.2,247989.66,433166.11,307923.97,318316.96,497835.31,138630.95,237339.22,285855
6/1/2021,190267.71,331110.4,357820.96,173605.88,646009.44,474769.01,306755.15,317656.28,640064.66,291675.97,251979.23,696744.87,413604.2,217258.15,189391.35,177352.65,177975.89,169065.71,196525.02,303292.93,366963.27,503304.36,201956.72,293510.72,157508.23,199394.69,352364,210937.23,354752.99,358239.72,412279.95,239738,394490.99,255187.14,235319,183698.39,163223.45,438310.3,223303.42,360070.53,228989.59,244518.85,245280.25,252606.59,444460.72,314317.2,322400.98,507658.14,140151.61,241600.03,288275
7/1/2021,193176.17,335067.83,367820.03,176228.57,656432.68,482422.18,310172.05,321248.02,642481.91,298096.12,256406.02,706911.49,424134.05,219187.76,192027.64,179197.78,180247.88,170896.88,197495.03,309545.71,369997.29,508210.31,204479.73,297392.74,159671.33,201721.64,361092,213187.61,363185.09,363655.87,416910.79,242889,397933.88,259889.67,237443,185539.55,164992.03,444436.53,225506.43,364425.01,232917.1,248739.49,250354.21,256842.21,454777.13,321672.17,325481.91,515638.13,140885.52,245392.5,290451
8/1/2021,195447.47,338602.98,376612.04,178487.38,663644.05,487694.59,311586.69,323253.4,641580.28,303807.75,259901.47,713562.69,430989.94,220311.95,193739.59,180349.5,181766.78,172096.29,197759.35,313420.28,371426.96,509873.43,205572.89,299542.96,161562.04,202913.04,368119,214088.23,370655.19,365812.15,419998.19,245348,400032.84,263359.96,238865,186166.89,166365.43,448826.09,226362.1,366539.35,236011.56,251819.09,254293.87,260070.95,462771.63,326367.69,327108.85,520505.14,140758.43,247322.59,292416
9/1/2021,196914.1,341806.77,383920.08,179997.55,668534,490977.53,311031.63,323575.37,638435.96,308435.78,262636.82,718425.83,435197.5,220460.66,194509.67,180914.98,182531.51,172466.41,197492.28,314858.7,371528.55,509285.29,205384.69,300068.85,162895.07,203167.13,373420,213733.76,376741.67,365234.1,421758.94,246904,401070.49,265637.92,239394,185725.09,167214.92,452028.46,225619.67,366867.19,238261.49,253687.93,256943.24,262431.24,468730.28,328542.61,327462.45,523310.13,139621.61,247681.49,294137
10/1/2021,198314.78,343967.86,390412.13,181410.72,672899.47,494351.44,310446.84,324192.74,636334.42,312992.49,265834.71,724499.78,438486.11,220618.05,195328.85,181496.7,183187.62,172931.72,197760.46,315168.17,371894.65,508899.27,205124.11,300131.96,164326.95,203653.26,378353,213409.69,382104.07,364081.43,423288.95,248252,402569.55,267796.79,239860,185457.3,168549.05,454905.74,225027.37,366947.65,240564.62,255217.47,259507.32,264879.62,473614.02,328801.01,327926.25,525309.89,139277.97,247460.84,296199
11/1/2021,200239.57,345443.7,396595.18,183124.6,678655.44,498907.13,310668.79,325826.55,635284.32,318089.96,269897.67,733030.81,441823.95,221301.42,196686.1,182449.34,184220.13,173828.62,198824.42,316476.7,372984.42,509798.11,205454.5,300925.73,166368.83,204845.65,383424,213836.02,387666.45,364441,425651.1,250022,404823.23,270592.92,240629,185832.46,170267.51,458288.75,225133.09,367827.14,243451.71,257377.6,263066.81,268049.6,478367.02,330127.59,329246.04,528346.42,139807.82,247863.33,298778
12/1/2021,202348.78,347141.87,402400.38,185150.66,685751.24,504432.55,312212.45,328596.42,634507.93,323600.03,274551.81,742114.6,445596.91,222695.73,198414.94,183678.24,185571.22,175137.44,200228.84,318593.81,374958.41,511848.4,206282.81,302345.27,168553.38,206638.27,389004,215025.43,393133.71,366374.93,428625.31,252314,407487.15,273731.68,241978,186665.51,172269.05,462075.66,226084.07,369517.68,246680.55,260396.28,267301.42,271693.4,483599.78,332303.31,331582.67,532700.71,140799.9,248918.26,301630
1/1/2022,204685.17,348453.49,408438.66,187427.03,695647.14,511892.02,315829.38,332690.95,635415.21,330517.08,280515.86,756936.33,450239.42,225144.91,201044.37,185522.54,187815.9,177126.55,201821.54,322604.69,377874.45,516916.02,208375.37,305025.2,170314.36,209372.21,396133,217442.03,399845.44,371562.04,432501.36,255618,410625.23,278250.45,244039,188690.33,174756.58,467164.17,228386.53,373411.05,250735.64,264534.57,272551.04,276487.34,491000.14,336383.78,335352.52,540643.63,142760.95,251005.14,304957
2/1/2022,206984.34,349481.8,415306.85,189547.75,708345.75,521466.96,320999.48,337576.37,639683.74,338562.48,287141.6,776569.09,456226.8,228533.11,204476.16,187745.25,190470.22,179468.29,203358.04,328206.08,381481.65,524920.93,211603.06,308511.72,171190.34,212869.67,403922,220873.79,407830.86,379497.7,437076.48,259932,414429.61,283762.38,245867,191642.72,177494.57,473754.36,231764.23,379330.28,255378.32,269115.84,278517.52,281849.01,500718.29,341231.3,339692.76,551812.6,144948.73,253735.34,308084
3/1/2022,209465.31,350882.44,423790.42,191484.4,723658.24,533369.96,327204.28,343308.96,647954.99,348058.63,294065.92,800805.62,463581.65,232607.99,208432.19,190457.6,193594.1,182068.5,205161.6,335468.99,385951.73,535690.59,215675.95,312876.76,171930.93,217000.69,413232,225228.79,417647.02,389889.49,442907.76,265169,419507.11,290399.14,247745,195231.99,180469.4,481903.55,235990.66,387088.18,260650.65,274280.14,284528.12,287911.8,512654.99,346921.35,344625.55,565886.85,147406.14,257031.36,311771
4/1/2022,212163.91,353190.68,433320.87,193405.69,737583.09,545086.16,333036.87,348991.23,655668.43,358044.71,300303.88,820489.1,471501.22,236418.43,212131.6,193132.79,196505.17,184501.6,206863.65,343311.76,390422.45,545753.77,219618.65,317300.53,172736.66,220938.94,423064,229484.31,427682.17,400180.44,448940.34,270217,424702.34,297152.28,249786,198578.53,183024.11,490103.37,239821.36,394701.05,266027.49,279378.93,290344.61,293794.07,524507.28,352955.63,349382.01,579320.41,149257,260974.33,315170
5/1/2022,214587.87,356599.51,442772.21,195055.07,748079.39,554622.75,338399.41,353884.56,660342.31,367615.29,305612.87,835694.12,477924.26,238980.86,214990.95,195823.84,199158.03,186598.88,208272.74,350455.18,394589.69,554374.32,222610.18,321119.99,173664.9,224134.69,432235,232969.79,436732.33,408781.34,455054.48,274325,429444.09,303444.28,251995,201304.54,185160.09,497042.8,242780.7,401437.95,271129.16,284011.5,295130.92,299200.82,534189.83,358533.61,353758.04,589513.7,150669.64,264805.62,318500
6/1/2022,217066.09,359665.12,450676.12,196696.47,753660.09,560431.15,342967.85,357615.51,660600.8,376122.35,310244.63,844954.8,481898.11,240721.13,217464.06,198218.08,201512.99,188762.63,209636.42,356102.54,397570.08,560788.02,224885.27,323975.15,175178.07,226895.97,439402,235646.36,443838.55,415114.26,460184.98,277800,433981.1,309041.95,254329,203811.18,187198.64,501457.28,245091.4,406922.71,275931.73,287800.63,299503,303919.99,539705.2,363499.92,357449.79,594516.83,152036.03,268121.83,321822
7/1/2022,218505.19,361740.37,454675.16,197579.93,753965.08,561027.17,345857.34,358965.14,656851.1,381894.49,313018.32,848535.44,481188.7,241077.96,218671.63,199687.55,203099.63,190263.53,210305.61,358532.43,398243.31,563759.55,225445.64,324526.82,176502.8,228407.54,441825,236939.84,447337.61,417949.85,463064.59,280006,437041.31,312557.46,255501,205212.31,188762.3,501423.68,245980.07,409650.54,279242.83,289854.65,302026.9,306789.47,539196.8,365966.04,359288.13,592853.15,152658.98,269492.7,324241
8/1/2022,219326.98,362698.12,453799.82,197992.72,749364.32,557258.36,346527.06,358983.62,650383.72,384816.13,314081.21,846332.2,476494.54,240610.66,218896.78,200114.08,203822.31,190979.48,210128.56,357862.81,396756.59,562741.9,224797.65,323241.63,177306.87,228715.45,440434,237044.66,446713.38,418052.16,463215.74,280784,437957.99,313989.2,256062,205701.37,189708,497608.97,245772.58,409294.57,280971.41,290270.66,302865.56,307690.27,533898.46,366013,359423.86,586299.78,152731.59,269311.33,325443
9/1/2022,219198.94,362245.38,448614.45,197805.24,742006.08,551235.8,345768.24,357847.48,642151.59,385189.71,313638.28,840845.67,469073.32,239341.78,218246.74,199934.35,203786.88,190873.58,208760.31,355483.17,394144.89,558700.46,223297.43,320859.79,177075.9,227900.53,436253,236323.71,442168.92,416668.46,461633.01,280139,436405.87,313644.72,255692,205312,190063.8,491781.17,244824.2,407071.97,281113.08,289472.63,302158.46,307026.19,526168.83,364539.45,358231.91,577539.77,152221.74,268430.25,325335
10/1/2022,218877.25,361459.36,442178.65,197615.12,735381.86,546369.53,345145.34,357343.96,636106.26,384712.35,312904.76,836195.38,462062.32,238492.17,217768.49,200014.92,203922.4,190946.04,207277.44,353477.06,392463.8,555255.1,222286.47,319223.9,176269.74,227194.22,432669,236023.65,436330.33,415925.46,460485.6,279420,434595.74,313048.25,255779,205038.4,190439.53,487272.34,244529.06,405644.3,281073.19,289114.72,301006.8,306076.68,519559.56,363361.54,357414.4,570926.43,152021.39,267854.91,325677
11/1/2022,218337.8,360533.61,435197.96,197330.91,730176.15,542620.63,345451.96,357035.02,631608.86,384013.4,312001.47,833140.53,455444.73,238016.88,217635.09,200298.03,204308.67,191313.47,205921.32,352524.26,391580.83,553311.72,221542.34,318203.36,175306.57,226790.01,429812,236283.26,429811.32,416226.22,459959.94,278945,433056.07,312352.12,256067,204955.58,191017.07,483899.3,244725.74,405415.6,280970.04,289075.1,299782.93,305075.09,514212.18,363001.29,357177.93,566471.61,151831.56,267843.52,326378
12/1/2022,217846.11,359904.97,428337.11,196955.73,725713.93,539437.3,346077.91,357347.21,628532.64,383176.57,310897.12,830626.7,449311.07,237758.58,217715.9,200403.66,204821.68,191754.3,204705.15,352631.42,391438.28,552822.37,221010.26,317352.02,174315.27,226624.25,427305,236967.03,423732.6,416853.87,460240.9,278870,431489.75,311453.53,256125,204846.76,191364.44,481023.76,244931.67,405606.7,280739.01,289177.71,298586.37,303788.12,509938.79,362832.01,357301.18,563129.57,152055,268165.6,326854
1/1/2023,217426.38,359004.79,421482.53,196389.2,718771.65,535868.47,346354.11,357741.07,625604.13,381843.53,309595.16,826030.43,443489.61,237248.52,217533.13,199945.58,205017.43,191707.3,203883.14,353056.84,391803.74,551960.39,220614.54,316437.18,173068.32,226270.5,423424,237137.5,417736.19,416861.23,461600.71,278729,429850.36,310073.54,255219,204216.65,191175.67,477726.06,244751.98,405101.2,280140.1,288801.02,297411.7,302090.04,506153.89,364022.22,357314.2,558772.25,151786.52,269539.71,326504
2/1/2023,217192.68,358304.57,416122.87,196136.86,711634.43,532777.07,347144.86,358493.06,623521.7,380714.74,308742.63,820957.71,438869.75,237026.73,217644.91,199479.54,205004.79,191694.61,203285.89,354051.14,392675.49,551288.07,220620.19,315948.53,171869.42,226167.44,419663,237512.75,412826.02,417327.83,462996.26,278924,428488.36,309076.21,253926,203852.04,190920.28,475131.46,244366.16,405122.47,279599.83,288290.33,297091.78,300475.26,503251.58,365071.27,357572.77,555162.68,151489.59,271248.97,325970
3/1/2023,217550.87,357910.26,412955.02,196603.55,706384.32,530168.66,348837.88,359662.78,621730.24,380255.63,308850.4,817331.77,435524.92,237416.23,218143.89,199598.47,205341.2,192161.35,203650.65,355787.45,394011.83,551833.61,221207.86,316204.78,170925.15,226675.54,417634,238305.94,409213.94,418653.35,465657.39,279612,428581.57,309040.88,253359,204114.56,191121.59,473814.14,244518.74,406369.86,279708.68,288705.72,297748.88,299397.49,501147.83,367265.75,358424.85,552916.28,151351.86,273779.66,326028
4/1/2023,218593.31,358115.64,411869.5,197799.38,705805.99,528783.16,351914.32,361136.8,620499.21,380696.11,309764.58,818742.59,433833.66,238748.22,219530.07,200611.55,206353.31,193353.74,204103.86,359086.37,395746.5,555127.76,222331.64,317150.85,171268.56,228145.78,419109,240032.66,407160.51,421562.82,469316.13,281200,430058.01,310067.34,253879,205437.93,191967.5,474149.56,245324.67,409633.85,280516.83,289862.91,299358.23,299025.58,499892.63,369497.69,360225.82,552853.52,151851.8,276506.11,326957
5/1/2023,220150.58,358810.9,412450.82,199410.48,708751.55,528662.37,355351.52,362832.39,619638.39,381738.34,311257.37,821769.36,433445.41,240587.89,221205.88,202093.16,207916.75,194992.74,204495.79,363146.16,398103.81,560365.71,223963.46,318502.63,172402.36,230002.69,422732,242077.04,406351.22,425089.22,474560.7,283248,432474.44,311671.87,254935,207338.2,193151.73,475672.19,246838.7,413833.01,281824.25,291368.92,301111.18,299346.92,499604.69,372816.26,362788.34,554120.96,153138.54,279405.21,328664
6/1/2023,221532.35,360465.92,414187.73,200764.12,713909.82,530089.18,359317.15,364699.25,620070.69,383395.85,312932.41,824946.17,434274.26,242693.22,223066.59,203614.58,209593.27,196351.18,204103.78,367534.82,400732.82,566383.31,225626.39,320066.72,173574.53,231856.57,426870,244162.61,406883.93,429227.39,479641.61,285200,435314.49,313573.36,256103,209467.72,194267.57,477961.05,248633.8,418333.79,283508.29,292435.72,303078.63,300180.69,500658.12,375554.99,365745.85,556538.69,154496.6,281422.75,330690
7/1/2023,222208.57,361964.19,416586.54,201485.99,720863.22,532171.09,363864.91,366528.46,621415.99,385081.5,314613.95,826915,435382.89,244661.83,224553.6,204762.13,210993.71,197167.59,203221.68,371117.52,402763.42,572142.85,226919.59,321384.33,174275.49,233292.57,430251,245820.4,408369.61,433448.49,483734.25,286814,438325.99,315359.82,256603,211403.31,195041.44,480067.43,250380.37,422600.72,284889.44,292777.77,304667.58,300931.58,502315.15,377388.92,368387.07,559429.54,155611.83,282486.37,332356
8/1/2023,222259.36,363311.22,419190.09,201486.82,728731.29,534433.48,368847.61,368299.24,622927.3,386751.97,316281.06,829179.12,437014.77,246597.9,225741.19,205568.24,212235.54,197492,202175.72,374374.51,404273.13,577783.6,228085.5,322460.33,174510.52,234557.7,432819,247044.05,410831.58,438017.63,487204.68,288342,441386.62,317115.95,256863,212941.43,195446.28,481806.07,252054.07,426360.01,286111.12,292943.05,306218.08,301514.28,504083.77,379937.07,370613.37,562480.1,156256.91,283654.54,333990
9/1/2023,222053.72,363531.57,421354.65,201425.89,736250.04,536290.29,373410.42,370123.94,623479.39,387913.68,317736.91,831375.13,438335.07,248078.67,226534.82,206000.81,213200.12,197933.46,201133.62,377266.7,405056.64,582856.45,228991.51,323214.2,174612.6,235491.39,434681,247615.66,413191.41,442407.84,490194.76,289665,443983.91,318557.42,256309,214087.51,195672.97,482631.91,253359.92,429381.77,286967.4,292772.77,307440.36,301552.4,505238.82,382647.3,372431.32,564797.18,156360.8,284944.48,335314
10/1/2023,221873.45,363098.07,423155.41,201466.44,742363.7,537461.06,376879.84,371561.76,622618.58,388966.27,318928.74,830999.98,439738.69,249269.87,226964.13,206310.78,213807.71,198562.58,200198.48,379695.06,405540.23,587133.18,229712.69,323355.81,174445.08,236067.5,435775,247748.69,415367.53,445986.68,493080.58,290807,445825.1,319685.9,255411,214894.11,196111.16,482940.6,254244.07,431917.86,287753.16,292507.1,308462.78,301321.01,506732.58,384545.39,373765.14,566436.38,156311.43,285718.43,336583
11/1/2023,221915.4,362141.17,424496.14,201716.96,746738.68,537766.34,379458.75,373141.14,620300.2,389889.17,319807.55,830497.66,440176.69,250112.81,227082.52,206491.58,213948.72,199333.3,199422.26,381284.28,405549.36,590411.97,230142.57,323268.58,173812.61,236250.89,436121,247780.42,417289.47,448081.43,495913.92,291667,447362.69,320651.2,254309,215516.3,196704.03,482622.57,254775.33,433873.53,288501.73,292374.89,309277.35,300829.93,507794.88,385186.05,374783.9,567305.92,156423.87,285954.46,336985
12/1/2023,221848.41,361215.61,425172.14,201845.07,749524.11,537568.13,381598.06,374170.03,617624.16,390712.83,320384.29,829787.15,440123.29,250741.36,227053.53,206584.91,213709.37,199934.65,198764.69,382111.16,405566.41,592932.78,230398.04,322877.13,173365.72,236267.1,435967,247908.69,419149.16,449271.53,498601.56,292201,449046.45,321141.79,252967,215945.47,197324.2,482269.15,255210.66,435880.03,289008.38,291988.25,309681.33,300223.34,508242.35,384568.44,375540.03,567801.53,156660.81,285672.36,336632
1/1/2024,221579.66,361430.64,425448.46,201813.07,750052.01,537152.82,383452.59,374604.99,614919.02,391411.45,320815.08,830043.47,439605.01,251200.55,227533.27,206627.27,213580.94,200096.46,197880.17,382422.64,405637.91,594553.16,230728.34,322621.98,173062.18,236430.18,436441,248427.59,420722.9,450012.82,501112.85,292699,450830.99,321424.91,252259,216358.08,197680.95,482034.22,255711.47,437152.8,289333.77,292198.4,309782.08,300024.01,507818.78,383834.15,376143.93,568254.98,156864.46,285688.82,336114
2/1/2024,221496.68,362419.31,425974.38,202147.19,749900.24,537243,385753.72,374480.52,613964.64,392131.88,321475.49,829925.26,440170.14,252223.79,228541.69,207048.26,214088.94,200422.6,197647.73,383361.37,406662.72,596533.2,231632.72,322844.62,173378.35,237080.18,438344,249289.45,422437.48,451782.3,504651.99,293300,453034.84,321833.52,252369,217139.37,198093.8,482216.78,256531.38,438684.66,289879.61,293139.23,310145.77,300284.78,507961.76,383348.81,377194.81,569327.17,157376.07,286577.21,336365
3/1/2024,222225.54,363980.04,427257.67,203157.18,751372.27,537968,389025.9,375146.26,614189.79,392987.43,322767.1,832574.91,441863.53,254079.12,230261.19,208216.07,215537.87,201265.87,197944.69,385430.54,408969.76,600089.51,233445.24,323993.89,174380.12,238197.83,440970,250659.97,424397.16,455051.48,509556.93,294831,455999.73,323166.52,253769,218688.31,198777.06,483139.76,257837.32,441314.07,291011.51,295154.16,311449.64,301156.34,509275.16,384513.75,379255.5,571927.66,158625.94,288904.23,337572
4/1/2024,223562.48,365097.18,428828.4,204686.21,755206.46,539279.37,392663.57,376730.51,614723.38,393660.87,324376.45,837707.91,443885.68,256474.21,232055.58,209846.42,217378.18,203021.15,198851.93,388234.56,411927.26,605018.73,235671.96,325415.35,175752.68,239548.66,443331,252040.4,426956.97,459405.47,515135.46,296616,459623.87,324929.52,255607,220675.1,199782.35,484213.52,259484.53,445192.58,292467.25,297100.43,313382.65,302011.58,510814.72,387015.11,382048.03,575383.64,160269.87,292036.46,339155
5/1/2024,224821.77,365994.02,430074.14,205986.84,759664.13,540060.38,395730.74,378130.36,613889.53,393784.17,325691.25,842447.89,445167.95,258221.14,233534.35,211367.84,219051.77,204603.47,199398.38,390424.99,414170.44,609437.71,237269.91,326198.84,176801.5,240496.44,444176,253071.26,429468.73,463088.26,519437.24,298071,462954.98,326569.63,257097,222470.43,200581.03,485116.36,260951.43,449318.41,293656.43,298248.32,315273.51,302342.38,511672.64,389228.71,384558.75,578500.06,161826.95,294274.44,340488
6/1/2024,225352.42,366561.5,430331.24,206820.51,762119.29,539870.8,397609.95,378394.84,610797.85,393005.92,326284.87,843419.27,445485.62,259322.8,234370.96,212223.29,220337.58,205747.24,199310.06,391199.93,414822.67,612125.92,238207.74,326029.4,177049.16,241095.35,444154,253455.81,431538.96,465370.85,522391.8,298523,465633.48,327237.54,258278,223682.83,201063.27,485204.99,261824.64,452351.59,294254.77,298534.05,316245.06,302111.16,511335.23,390633.96,386064.94,579824.17,162937.49,295801.07,341229
7/1/2024,225426.08,366744.85,429963,207249.69,764101.95,539572.84,399102.84,377990.4,607739,391959.81,326505.45,842539.7,445702,259954.12,234778.77,212480.82,221429.06,206222.5,198786.15,391371.36,414576.23,614016.68,238501.94,325684.16,176666.43,241561.72,444017,253644.93,433260.36,466773.52,524967.88,298654,468137.72,327383.92,259262,224489.68,201281.92,485284.93,262157.68,455075.39,294520.05,298479.15,316620.81,301551.55,510448.54,390294.04,386971.78,580365.75,163869.99,296656.74,341737
8/1/2024,225287.75,366829.28,429163.98,207636.84,765858.9,539718.95,400609.97,378090.25,605008.18,390953.77,326690.47,842306.9,446339.5,260753.73,235147.29,212586.81,222568.58,206547.6,197954.78,391867.04,414375.12,616097.35,238789.49,325859.68,176123.26,242161.13,444973,253873.1,434769.8,468694.96,528059.27,298960,471201.87,327184.39,260140,225065.65,201661.8,485441.16,262404.3,457810.38,294629.85,298714.87,316398.2,301137.19,509881.65,389877.36,387890.03,580869.16,164439.92,297568.79,343118
9/1/2024,225166.5,367386.85,428465.23,207717.46,768139.82,540639.69,402344.13,378715.51,604843.59,390106.03,326748.63,843863.78,447367.28,261516.01,235589.3,212675.38,223532.36,206480.5,197068.84,392837.36,415072.95,618366.86,239035.59,326484.26,175669.42,242745.11,446693,254352.54,436218.52,470986.72,531428.86,299705,474034.56,327072.2,260905,225467.24,201932.2,486208.52,262785.75,460592.18,294583.73,299481.82,316076.43,300878.66,510540.62,389077.38,389006.24,582464.92,164746.89,298229.88,345382
10/1/2024,225305.38,368624.43,427897.2,207819.17,769719.91,541512.44,403829.34,380020.47,604748.23,389166.54,326543.9,845142.89,448372.27,262371.13,236207.81,213082.17,224494.39,206757.28,196456.83,393975.59,416459.44,620272.9,239617.96,327643.81,175908.65,243323.48,448720,255062.97,437551.47,473479.6,534417.28,300586,476427.53,327089.33,261819,225946.22,202351.74,487248.87,263518.74,463026.5,294467.82,300588.8,315926.4,300621.32,512335.12,388672.81,390412.72,584626.11,165126.54,299143.24,348117
11/1/2024,225487.54,369881.09,427364.53,207891.13,771481.43,542410.64,404833.33,381430.31,604305.62,387976.63,325966.97,844638.22,449282.09,263290.24,236972.77,213800.08,225431.78,207469.29,196518.77,394468.27,417950.97,621806.93,240243.8,328805.08,176721.07,244078.89,450049,255866.58,438915.82,475209.65,536779.24,301391,478239.6,327063.5,262947,226572.74,202834.45,488626.26,264393.45,464958.84,294184.37,301498,315830.68,300253.32,514912.82,387281.24,391639.73,586964.44,165587.75,300285.23,350338
12/1/2024,226117.69,371354.12,426947.16,208526.62,773263.45,543106.11,405745.89,382866.7,603665.02,386892.2,325539.8,843184.78,450518.73,264399.14,238168.48,215152.68,226720.12,209367.02,197385.35,395073.76,419320.55,623581.88,241165.16,330487.02,177918.77,245229.99,451402,257063.67,440458.25,476838.75,538362.92,302401,479975.71,327482.1,264260,227781.81,203805.83,490095.67,265564.89,466911.56,294353.23,302479.66,316334.65,299982.14,517505.6,385992.26,392992.93,589180.39,166629.37,301658.56,352603
