Dates,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,the District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
9/1/2016,138020.93,282988.19,219188.89,131488.81,440307.83,320918.98,237990.06,243594.96,510537.87,198523.08,161813.17,542746.76,201188.1,169431.11,127031.94,137198.26,128881.58,118898.28,170483.34,194013.12,280669.47,359685.71,134179.34,206657.47,126549.49,138789.78,224549,147450.8,224515.73,234360.27,307564.71,171657,287592.15,169212.28,221813,126285.64,121790.57,294324.54,162551.49,244570.67,161621.15,177930.7,159684.39,179279.15,263355.1,231609.16,242442.97,307391.41,108923.94,167509.67,230583
10/1/2016,138525.67,283353.97,220322.4,132080.04,439977.82,322825.23,238385.15,244512.14,512329.66,200097.35,162572.26,545693.56,202506.86,169953.82,127702.8,137790.77,129246.33,119564.67,170701.15,194983.18,281333.79,361528.62,134869.75,207677.32,126634.3,139375.86,224799,148074.68,225168.8,235105.17,307831.51,172047,288431.07,170264.05,221017,126810.93,122186.32,296512.26,163174.84,245732.8,162544.31,178535.05,160996.8,180288.7,264778.29,232051.14,243247.59,309581.98,109045.06,168479.54,230320
11/1/2016,139022.61,283994.37,221485.54,132551.12,441025.13,325317.11,238904.75,245321.74,515460.16,201538.38,163496.45,548401.69,204001.3,170610.83,128389.91,138378.14,129835.12,120244.86,170632.56,196203.71,282574.73,364031.6,135668.52,208916.63,126695.63,140167.05,225548,148826.11,226367.21,236272.87,308244.11,172540,289727.15,171294.82,220659,127379.07,122453.78,298988.55,163745.32,247284.73,163455.66,179181.64,162458.75,181424.55,266310.25,232833.65,244255.7,312207.2,109161.37,169553.89,230391
12/1/2016,139524.55,284402.57,222550.13,132934.56,443553.13,328254.04,239753.8,246440.6,519421.81,202733.47,164483.46,551119.61,205555.33,171540.23,129068.52,138822.91,130465.42,120821.02,170607.29,197518.86,283988.2,366542.33,136583.97,210282.89,126717.78,141012.9,226661,149517.48,227745.09,237816.98,309215.93,173017,291517.01,172271.29,220497,127985,122539.33,301804.75,164389.05,248881.24,164211.65,179801.67,163909.29,182515.99,267952.81,233991.04,245330.31,315302.49,109177.31,170637.69,230800
1/1/2017,139957.43,284614.71,223829.25,133242.48,448335.48,331103.21,240276.57,247616.17,522307.77,203780.63,165424.99,553656.29,207111.08,172486.66,129593.07,139220.23,131110.65,121291.97,170206.05,198617.22,285354.42,368807.98,137578.77,211772.94,126846.1,141843.9,227766,150163.36,229486.53,239403.8,310123.89,173030,293157.8,173127.68,220284,128563.78,122492.03,304453.88,164952.16,250597.48,164677.17,180375.27,165103.54,183589.84,269766.61,235362.12,246355.88,318617,109171.78,171617.11,231156
2/1/2017,140264.9,284381.7,225311.49,133490.85,454628.78,334131.27,240648.53,249072.44,524032.34,204952.61,166411.65,555761.77,208813.07,173522.43,129958.02,139612.83,131602.09,121702.29,169909.57,199547.01,286624.25,370751.91,138561.47,213374.25,127082.11,142691.64,228882,150737.53,231747.91,240925.58,311091.12,173115,294889.85,173887.92,220314,129086.25,122675.47,307059.3,165451.24,252179.61,165050.31,180974.23,165922.79,184548.61,271883.31,236415.09,247330.73,322161.02,109317.15,172392.68,231284
3/1/2017,140454.54,283815.69,226920.39,133791.07,461463.65,337184.4,240996.31,250377.56,525055.4,206320.82,167416.83,558289.71,210504.28,174629.48,130310.82,139944.63,132028.17,122124.19,169526.96,200437.25,287641.65,372880.06,139587.05,214980.66,127300.39,143508.61,229931,151436.54,234286.08,242358.21,311852.28,173411,296418.66,174613.19,220291,129609.77,123007.06,309537.91,165833.26,253789.47,165431.83,181613.42,166601.67,185571.01,274259.65,237435.15,248170.66,325730.46,109528.69,173159.14,231284
4/1/2017,140633.41,283635.29,228388.43,134143.94,467045.52,340323.55,241794.26,251276.85,526871.65,207774.46,168470.83,560845.25,212318.18,175507.5,130901.27,140291.2,132533.52,122652.07,169274.46,201700.54,288753.2,375339.99,140576.49,216738.71,127493.87,144305.41,231349,152297.9,236868.63,244054.69,313100.46,174189,298478.6,175504.36,220478,130188.3,123347.14,312024.46,166276.99,255734.59,166147.09,182502.49,167450.71,186702.78,276672.62,238623.11,249005.92,329254.44,110008.59,173986.12,231525
5/1/2017,140764.55,283627.92,229670.59,134524.62,471138.06,342965.24,242763.68,251525.3,528074.68,209047.61,169375.52,563647.56,213826.81,176150.15,131657.24,140690.93,132980.53,123193.02,168854.45,203061.38,289588.1,377849.7,141554.65,218334.28,127430.37,144907.72,232659,153221.28,238941.68,245753.11,314558.83,174832,300137.64,176375.08,220506,130774.74,123609.23,314158.34,166742.56,257714.31,166819.72,183416.1,168367.64,187721.86,278854.32,239847.8,249657.46,332284.96,110380.42,174876.85,231766
6/1/2017,140865.28,283836.29,230991.11,134805.38,474645.49,344990.08,243611.41,251550.98,529823.74,210360.6,170214.78,566195.05,215368.38,176344.27,132417.04,141116.7,133296.16,123727.65,168561.85,204620.28,290113.91,380119.65,142493.66,219674.64,127329.9,145428.57,234045,154164.21,241037.91,247353.83,316116.21,175370,301594.49,177278.24,220537,131367.3,123867.68,316131.37,167230.95,259528.3,167513.5,184215.44,169225.56,188640.36,280970.74,240907.36,250274.04,335117.07,110463.11,175751.55,232006
7/1/2017,141132.03,284039.06,232282.93,135173.67,476353.07,346351.96,244310.9,251373.56,531493.73,211608.05,171120.01,568661.09,216776.44,176490.95,133155.48,141553.92,133582.93,124334,168622.9,206059.62,290315.78,382075.77,143463.15,220557.21,127318.62,145863.15,235264,155007.19,243279.87,248729.52,317269.47,175846,302669.03,178127.05,220499,131977.82,124108.02,317771.86,167742.86,260926.96,168119.55,184808.17,170046.75,189351.3,282902.59,241789.23,250739.48,337697.22,110234.62,176614.6,232027
8/1/2017,141585.65,284538.4,233660.31,135524.01,477828.96,347453.48,244729.13,251616.46,532964.08,213016.46,172094.04,571386.47,218127.19,176679.75,133898.97,141906.7,133896.04,124960.03,169116.32,207385.11,290637.46,383690.36,144291.76,221154.84,127568.55,146283.89,236597,155713.47,245946.42,249933.45,318102.81,176237,303999.2,179055.27,220147,132625.55,124368.66,319391.11,168304.17,261993.2,168848.41,185267.97,170996.3,190104.98,284871.88,242660.79,251253.58,340286.02,109996.18,177348.85,232047
9/1/2017,142193.63,285454.21,235023.66,136045.22,479382.92,348754.39,245124.56,252219.57,534244.43,214380.59,173148.54,574341.22,219566.95,177281.89,134649.45,142308.45,134323.11,125753.47,169901.85,208287.46,291498.13,385556.17,145030.02,221669.68,127950.06,146787.56,237631,156389.53,248874.6,250935.99,318893.42,176642,305349.59,179980.97,219646,133207.69,124725.4,320830.36,168931.65,263140.82,169704.13,185870.82,172155.84,190870.25,286811.27,243486.98,251873.52,342737.67,110165.33,178092.98,232133
10/1/2017,142820.11,286484.1,236406.86,136589.85,482762.21,350475.61,245543.69,253059.83,535018.78,215843.44,174273.94,577675.69,221185.34,178109.68,135378.26,142806.48,134741.15,126351.15,170615.57,209082.76,292589.87,387299.2,145726.82,222340.84,128363.93,147389.98,238623,157140.12,251961.11,252041.75,319894.45,177026,307037.13,180968.41,219014,133823.96,125185.45,322247.59,169694.7,264362.2,170585.22,186633.83,173422.2,191782.92,288723.59,244356.48,252770.13,345058.65,110550.93,178921.89,232400
11/1/2017,143473.72,287490.04,237632.77,137202.95,486509.51,352605.15,246349.24,253508.18,536266.95,217348.84,175604.74,580462.9,223020.09,179137.44,136254.11,143325.63,135181.37,126754.88,171078.12,209893.62,293735.27,389194.69,146619.06,223390.5,128604.9,148078.84,239497,157987.6,254951.8,253279.04,321131.17,177608,308405.7,182102.18,218451,134541.66,125639.97,323713.94,170599.96,266024.1,171582.91,187637.76,174750.38,192787.99,290682.48,245380.35,253754.62,347460.35,111058.17,179922.04,232798
12/1/2017,144053.08,287915.91,238853.17,137789.2,490913.67,355169.95,247206.92,253877.47,538357.47,218924.92,177133.49,582576.16,224876.7,180163.16,137070.56,143729.81,135737.81,126910.68,171240.83,210803.75,294872.07,390872.47,147574.53,224814.36,128693.21,148745.68,240558,158763.82,258033.05,254729.41,322271.22,178195,309933.31,183301.01,217829,135288.04,126087.69,325552.62,171507.78,267758.4,172516.42,188510.97,175970.74,193903.88,292807.81,246336.28,254785.3,350191.97,111287.37,180858.87,233299
1/1/2018,144568.28,288235.7,240265.07,138281.13,495886.86,357944.97,247933.02,254311.18,542392.88,220326.73,178649.75,584318,226823,181255.16,137823.39,144077.96,136385.34,127283.74,171588.48,211749.87,295901.5,392745.82,148634.58,226316.83,128856.46,149465.15,241600,159534.09,260876.66,256147.35,323332.69,178639,311313.26,184456.05,217312,135920.83,126616.37,327836.05,172319.1,269399.05,173411.58,189221.51,177111.55,195010.45,295166.41,247213.63,255661.98,353372.8,111550.43,181646.34,233708
2/1/2018,144992.04,288443.93,241886.25,138675.54,501371.72,360750.45,248289.27,255117.65,547188.74,221557.88,180083.49,586155.25,228930.06,182205.14,138481.89,144599.26,137130.27,128088.07,171961.88,212547.92,296763.84,394785.58,149632.25,227901.75,129233.18,150317.85,242628,160377.73,263680.86,257442.86,324273.62,179122,312418.55,185502.79,216968,136456.75,127083.1,330408.9,173027.34,270656.9,174264.61,189762.7,178089.75,196017.32,297636.56,248046.96,256513.09,356873.76,111825.76,182486.13,233917
3/1/2018,145681.63,288945.35,243559.44,139292.93,506371.55,363487.69,248705.04,256207.07,552125.54,222796.32,181512.39,588792.05,231502.97,183337.19,139418.58,145331.25,137985.81,129295.18,172660.03,213739.99,297755.15,397245.6,150932.97,229757.61,130163.17,151462.56,243967,161379.9,266469.57,259125.11,325616.15,179776,313858.52,186647.51,217087,137274.02,127614.03,333177.48,174007.95,272266.16,175298.91,190581.38,179239.78,197196.7,300297.84,249170.79,257535.97,360868.02,112632.63,183684.77,234277
4/1/2018,146214.32,289351.05,245010.19,139792.75,510484.03,365934.79,248844.57,257338.22,555362.11,224023.66,182772.72,591453.74,234158.71,184182.39,140408.28,145957.67,138741.47,130337.12,172881.29,215152.67,298582.07,399705.83,152117.9,231636.52,130899.47,152546.68,245369,162272.09,269261.17,260833.25,326892.46,180406,315468.55,187656.82,217075,138172.66,128069.59,335558.54,174939.41,274100.22,176121.3,191402.97,180228.66,198300.16,302623.12,250092.85,258383.73,364749.91,113558.48,184979.08,234434
5/1/2018,146698.11,289500.78,246594.73,140287.41,514246.58,368273.45,249031.35,258331.47,558251.51,225296.57,183978.93,594722.15,236912.51,184838.9,141417.37,146525.57,139455.83,131079.67,172847.08,216711.97,299526.46,402296.06,153300.73,233304.38,131335.81,153436.74,246870,163104.35,272264.72,262781.87,328277.5,180927,317811.05,188602.55,216942,139127.93,128411.64,337569.32,175679.24,276066.48,176831.69,192310.65,181219.94,199450.97,304822.67,250701.72,259127.2,368561.32,114385.15,186223.55,234697
6/1/2018,146861.75,289135.54,248221.88,140334.26,517309.22,370039.51,248952.49,258856.76,559647.54,226368.83,184896.22,596990.03,239390,184796.86,142215.11,147010.33,139910.49,131454.52,172186.67,218043.46,300015.6,404506.74,154080.37,234289.66,131120.11,153863.33,248123,163811.25,275288.82,264386.83,329443.78,181318,319925.02,189354.31,216261,139768.3,128441.54,338730.99,176044.7,277522.41,177294.85,192818.48,181979.17,200324.94,306724.93,250799.96,259422.73,371446.8,114627.33,187124.03,234624
7/1/2018,147285.66,289050.82,250217.14,140566.24,520095.51,371985.14,249154.51,259065.95,561105.33,227758.84,186086.15,599061.03,242160,184852.5,143017.83,147748.12,140463.04,132042.83,171946.62,219552.24,300856.49,406761.99,155029.33,235386.48,130792.82,154228.54,249565,164716.43,278760.39,266065.5,330978.01,182065,322311.99,190294.18,215841,140475.62,128558.12,339969.25,176426.39,279087.8,178108.25,193586.96,183010.28,201323.94,309351.08,251555.28,260097.98,374498.85,114530.16,188363.55,235182
8/1/2018,147794.94,289087.97,252071.14,140733.37,523084.74,373600.68,249423.64,259081.8,562037.38,229116.72,187300.7,600557.99,244971.06,184783.79,143788.79,148265.08,140919.68,132692.47,171887.26,221208.45,301601.23,408648.96,155694.59,236316.12,130554.24,154631.35,250868,165536.35,282229.89,267394.75,332274.75,183008,324639.83,191264.5,215373,141149.75,128753.7,341039.89,176865.56,280598.02,179060.16,194235.94,184067.49,202222.66,311938.95,252705.39,260816.3,376895.76,114342.01,189412.07,235939
9/1/2018,148401.39,289726.43,253828.32,141050.78,526457.39,375197.32,249856.76,259393.72,563400.8,230495.6,188746.48,602126.78,247813.6,184924.74,144623.85,148799.74,141479.95,133448.13,172145.67,222583.33,302502,410297.16,156321.05,237234.24,130692.7,155263.58,252072,166369.95,285379.56,268361.2,333225.31,184148,327027.87,192307.4,215190,141929.27,129206.43,342041.28,177285.4,281931.66,180085.39,194970.78,185080.82,203109.46,314425.31,254050.19,261715.06,378631.45,114537.7,190353.09,237081
10/1/2018,148680.94,289887.07,255260.64,141083.07,530044.87,376405.57,250125.37,259735,564758.07,231630.35,189959.03,603276.09,250306.92,184902.05,145335.23,149057,141841.67,133822.17,171850.09,223303.54,303089.48,411025.44,156422.25,237687.98,130937.72,155788.15,252923,166831.43,287898.31,268831.74,333631.52,184935,328609.66,193177.38,214771,142540.24,129557.7,342572.32,177528.82,282546.44,180753.97,195330.75,185743.46,203785.79,316311.94,254590.64,262257.77,379362.3,114687.19,190625.16,237821
11/1/2018,149097.83,289951.59,256578.47,141324.9,532581.79,377571.85,250316.81,260245.26,566839.85,232835.32,191270.74,603662.43,252717.69,185056.6,146134.74,149500.27,142342,134308.65,171853.62,223771.22,303640.1,411247.21,156768.14,238185.44,131609.78,156419.23,253766,167378.83,289881.47,269193.47,334260.08,185717,329734.82,194159.82,214466,143260.92,130206.62,343015.11,177802.93,282776.08,181366.23,195893.92,186367.21,204552.74,318175.88,254826.36,262809.55,379820.05,115067.17,191075.75,238447
12/1/2018,149626.16,289582.64,257741.05,141699.06,534068.23,378869.66,250418.1,260785.72,568274.17,234137.58,192620.72,604057.05,255026.64,185435.09,146845.16,149912.4,142771.56,134824.01,172070.22,224346.62,304149.88,410886.81,157340.38,238902.39,132191.45,156928.43,254424,167801.64,291385.41,269607.9,335050.08,186382,330394.92,195199.28,214135,143987.35,130916.47,343896.62,178171.98,282909.12,181946.67,196613.95,187154.69,205405.52,319840.18,254991.51,263351.42,380453.69,115329.81,191762.02,238843
1/1/2019,150528.59,291451.6,259030.79,142291.3,533604.64,380345.73,250561.81,261788.59,569418.57,235312.78,194056.78,604151.75,257231.33,186233.12,147743.25,150564.83,143263.13,135531,172902.8,224919.6,304825.03,410760.22,158433.13,240054.08,132714.29,157643.84,255152,168562.35,292629.04,269931.05,336105.26,187162,331468.41,196343.67,214193,144847.4,131423.87,345224.84,178828.26,283108.24,182742.3,197544.59,188291.51,206250.42,321952.21,255249.4,264085.59,381171.01,115585.41,192924.01,239370
2/1/2019,151602.46,295265.06,260589.8,142991.82,532010.58,382262.56,250912.33,263202.68,569661.2,236367.31,195369.2,604464.92,259351.96,187402.47,148673.58,151486.13,143840.31,136293.39,174109.88,225498.69,305974.17,411254.95,159783.26,241668.41,133031.62,158476.02,255988,169449.44,293949.24,270506.37,337390.76,187846,332980.5,197415.65,214796,145822.82,131842.5,346930.39,179815.34,283689.06,183558.1,198615.49,189725.71,206995.04,324419.88,255575.2,265150.08,382325.24,115866.81,194421.72,240195
3/1/2019,152848.49,0,262108.37,143756.62,530204.52,384347.68,251439.44,264637.35,571295.67,237080.39,196534.46,605042.26,261572.48,188502.24,149813.25,152572.37,144653.38,137127.73,175608.15,226283.77,307580.43,412350.08,161244.84,243483.02,133596.57,159514.79,257290,170495.02,295239.58,271457.74,339092.41,188651,334619.75,198519.07,215700,146808.41,132230.43,348598.69,180853.62,284505.58,184497.73,199815.86,191258.02,207639.24,327174.23,256028.69,266529.48,384136.15,116171.59,196048.74,241449
4/1/2019,153823.51,303973.26,263393.04,144566.78,529167.94,386213.22,251993.43,265915.28,573545.73,237595.28,197492.97,606121.15,263803.56,189329.46,150770.48,153464.6,145469.5,137906.24,176950.81,227166.34,309282.3,414024.59,162535.65,245036.61,134278.25,160438.36,258745,171424.27,296304.22,272689.84,341028.7,189654,335998.84,199518.05,216468,147561.33,132723.5,349903.8,181692.33,285652.8,185334.67,200959.58,192563.49,208183.3,329337.51,256508.53,267898.75,386105.6,116448.61,197373.06,242897
5/1/2019,154467.81,306152.37,264335.36,145271.01,528547.38,387197.46,252268.85,266443.79,575085.53,237872.02,198279.58,607000.89,265942.2,189698.48,151479.99,154143.44,146060.9,138449.1,177904.02,227732.33,310447.55,415206.47,163534.5,246007.26,134941.72,161090.25,260040,172206.69,296636.23,273954.72,342509.63,190857,336786.71,200385.99,217103,148031.94,133127.5,350578.5,182243.25,286479.19,186130.98,201847.5,193627.22,208672.18,330730.14,256780.88,268818.73,387821.07,116533.47,198341.23,244155
6/1/2019,154985.96,307664.16,265303.69,146051.79,528164.7,387795.29,252418.36,266464.84,575144.27,238272.96,198957.48,607550.37,268045.98,189887.78,152040.98,154718.56,146555.68,138890.82,178416.78,228206.91,311215.84,416250.75,164266.64,246701.27,135555.02,161632.14,261175,172992.3,296913.05,275269.92,343579.45,191960,337748.22,201108.2,218007,148482.39,133658.35,351114.32,182844.45,287228.8,186906.9,202588.33,194693.17,209146.45,331626.22,257004.85,269412.44,389160.2,116624.4,199094,245540
7/1/2019,155633.89,308794.3,266280.35,146625.48,528566.84,388240.68,252602.79,266213.35,574824.41,238791.38,199644.44,607925.86,270157.69,189784.98,152638.29,155160.98,147009.62,139298.01,178903.67,228890.92,311766.36,416647.19,164630.98,247189.4,136095.24,162018.68,262303,173650.62,297154.55,276815.26,344106.94,192844,338728.53,201830.92,218985,148989.36,134243.8,351504.95,183522.32,287762.4,187657.22,203191.43,195770.2,209649.64,332486.28,257556.85,269850.72,390338.49,116812.53,199877.78,246900
8/1/2019,156403.96,309858.66,267478.11,147042.97,530248.69,389028.34,252871.47,266202.36,574863.07,239498.4,200439.9,607954.32,272378.19,189684.15,153341.06,155481.63,147587.19,139747.06,179219.67,230064.56,312360.74,416833.57,164775.16,247659.96,136437.55,162342.26,263781,174329.04,297668.13,278230.91,344550.57,193529,339901.37,202630.05,219695,149462.69,134768.15,352091.86,184233.85,288294.61,188396.16,203770.09,196908.38,210252.79,333607.95,258321.94,270466.06,391608.06,116847.96,200639.12,248538
9/1/2019,156997,310936.53,268887.77,147074.59,532819.45,389844.8,252944.48,266016.59,575139.38,240201.26,201175.75,607761.29,274453,189425.02,153976.12,155744.62,148073.9,140084.23,179361.63,231101.11,312810.77,416759.64,164804.43,247926.76,136409.5,162472.99,265024,174944.93,297973.55,279306,344768.84,194087,340542.52,203395.37,219956,149859.76,135047.08,352597.66,184879.64,288884.43,188950.86,204284.95,197921.06,210911.85,335057.18,259088.72,271172.14,392819.79,116709.9,201293.94,249736
10/1/2019,157764.22,312083.86,270562.83,147333.83,535849.83,391069.37,253173.78,265814.8,575662.86,241132.68,202118.76,607626.08,276885.93,189494.7,154693.13,156434.05,148785.21,140661.93,179491.19,232344.01,313309.78,417368.54,165269.18,248464.02,136603.29,162949.98,266170,175775.69,298252.45,280331.03,345401.06,194781,341265.44,204414.3,220375,150402.56,135550.63,353512.12,185693.4,289730.5,189667.79,205194.65,199114.72,211794.14,336910.21,260038.03,272097.7,394624.28,116716.08,202044.84,251038
11/1/2019,158810.01,313595.16,272519.63,147778.07,539149.31,392763.59,253692.45,265975.41,576809.77,242406.64,203277.01,608644.12,279634.01,189814.86,155586.04,157213.01,149704.31,141459.4,179997.7,233749,314169.66,418764.18,166068.1,249423.95,136924.27,163695.94,267353,176731.6,298736.73,281631.83,346651.49,195835,342709.22,205705.23,221034,151207.59,136420.6,355060.54,186729.27,291237.91,190650.01,206318.94,200545.78,212838.8,339268.17,261392.54,273326.27,397055.44,116864.01,202970.09,252397
12/1/2019,160153.78,315076.99,274564.88,148490.03,542568.83,394774.78,254533.06,266741.55,578309.54,243976.69,204704.8,610206.31,282730.48,190505.08,156623.3,157993.88,150750.31,142402.2,180987.8,235153.68,315357.76,420388.76,166886.88,250729.33,137453.43,164675.34,268715,177776.54,299540.93,283037.4,348297.61,197242,344545.58,207126.85,221869,152092.17,137662.6,357141.02,187852.68,292883.56,191818.17,207605.1,202097.26,213976.29,342055.26,263061.8,274835.29,400144.29,117101.79,204025.89,254120
1/1/2020,161404.33,316339.96,277038.54,148942.17,545361.74,397030.45,255667.89,267894.46,580928.62,245878.87,206252.44,612535.01,285902.86,191477.53,157778.74,158287.78,151748.1,143367.93,182379.39,236639.38,316864.91,422472.96,167785.88,252290.6,137609.09,165654.73,270523,178747.49,301061.34,284648.08,350403.75,198705,346809.26,208453.59,222211,153081.24,139118.13,359892.65,188961.88,295200.84,193066.56,208572.61,203828.97,215131.12,344997.28,264531.63,276472.35,403554.31,117162.13,205167.94,255340
2/1/2020,162447.14,317144.69,279744.41,149505.97,547607.8,399543.27,256883.93,269209.75,584525.96,247670.97,207794.36,614973.5,289230.98,192610.46,158920.62,158577.44,152857.05,144189.1,183655.26,238214,318556.18,424836.33,168932.19,254027.5,137891.41,166735.83,272598,179677.28,302748.16,286314.93,352428.75,199880,348535.02,209749.69,222441,154084.8,140351.07,362692.48,190124.4,297584.92,194099.31,209394.18,205402.15,216248.35,348141.35,265673.43,278057.22,407287.59,117633.48,206249.68,256279
3/1/2020,163516.59,317598.37,282814.72,150295.03,549771.78,402435.47,258570.92,270609.05,589328.64,249245.48,209255.7,617340.71,292878.07,193718.44,160161.55,158917.44,154135.32,145068.62,184631.29,240328.53,320327.35,427793.03,170327.48,255927.13,138552.95,167948.25,275266,180604.68,304622.69,288397.31,354971.48,201079,350123.42,211197.45,222699,155172.37,141239.73,365636.59,191371.93,300239.57,195193.09,210385.5,206930.08,217337.94,351473.01,266633.09,279536.84,411460.84,118454.67,207474.87,257161
4/1/2020,164629.14,317656.04,285591.33,151434.74,551769.98,405188.26,260200.16,271669.85,594059.56,250203.18,210414.1,619213.08,296508.31,194517.5,161355.26,159455.41,155378.74,145830.43,185409.42,242521.76,321904.43,430374.22,171640.1,257624.23,139469.07,169040.53,277706,181498.29,305938.13,290393.87,357430.06,202321,351442.74,212591.15,223382,156158.81,141719.21,367930.49,192739.96,302488.39,196195.91,211571.99,208218.08,218123.44,354597.44,267627.38,280777.46,415621.08,119519.49,208744.18,258416
5/1/2020,165570.42,316857.91,287520.05,152384.52,552022.35,406501.85,261113.25,271819.18,596762.06,250467.3,210981.07,619482.44,299413.3,194621.02,162219.79,160006.9,156093.23,146572.37,185663.94,244374.42,322587.67,431919.03,172277.99,258503.05,140198.4,169767.23,279220,182154.67,306276.85,292003.98,359251.68,203452,352590.58,213512.4,223835,156790.19,141855.01,368936.82,193569.86,303485.47,197061.29,212622.07,209133.2,218403.91,356465.79,268487.47,281437.77,418264.29,120255.88,209764.9,259525
6/1/2020,166369.79,315738.55,288844.35,153150.34,550826.77,406695.36,261268.66,271645.8,597244.26,250599.74,211346.87,618638.26,301522.42,194323.41,162736.21,160479.35,156534.43,147240.19,185568.24,245922.69,322709.96,432614.16,172497.29,258713.36,140462.8,170165.31,279832,182736.18,306061.13,293208.41,359949.71,204565,353211.09,214190.42,224113,157231.63,142006.19,368999.19,193912.97,303582.72,197814.37,213351.34,209828.61,218571.79,357489.03,269092.64,281858.8,419668.7,120558.46,210451.93,260384
7/1/2020,167220.27,315162.36,290399.61,154074.87,550672.48,406856.17,261322.6,272073.94,597442.34,251165.43,212069.94,618229.69,303718.98,194045.73,163227.81,161160.81,157329.96,148177.42,185407.02,247764.89,323109.64,433414.41,172739.4,258735.8,141209.26,170904.6,280684,183632.52,306108.03,294592.3,359998.54,206050,353386.84,215205.93,224414,157871.72,142436.5,369219.71,194211.45,303681.63,198812.42,214320.27,210588.61,219228.03,358727.9,269998.74,282630.6,420864.44,120822.43,211123.73,261303
8/1/2020,168494.65,316043.95,293109,155435.7,553887.73,408586.23,262530.59,273696.67,599550.49,252724.77,213731.45,620259.59,307067.75,194533.9,164096.56,162100.61,158667.49,149584.19,186078.05,250759.56,324635.45,435869.54,173686.98,259532.5,142502.29,172308.32,282842,185160.81,307294.07,297172.91,360963.07,208160,353789.8,217141.79,225173,159190.81,143500.46,371203.3,195210.23,305229.43,200362.22,215769.64,212000.12,220653.59,361644.81,272058.1,284498.1,424001.26,121538.84,212567.14,262789
9/1/2020,170380.71,317947.14,297383.61,157332.08,561025.71,412345.08,265256.5,276534.11,603879,255225.72,216388.06,625076.1,312409.98,196086.77,165688,163755.76,160612.53,151685.85,187837.88,255142.34,327634.69,440574.99,175708.3,261604.82,144405.22,174686.96,286751,187424.14,309487.1,301516.02,363911.28,210971,355820.96,220056.18,226804,161286.92,145200.88,375249.06,197335.12,308517.62,202679.52,218155.66,214385.78,222805.58,366575.19,275847.55,287575.31,429645.62,122956.98,215198.14,264973
10/1/2020,172516.12,319942.07,302442.91,159185.91,570191.37,417363.17,269268.14,280213.25,608336.1,258185.13,219661.35,631093.03,319373.45,198189.71,167778.57,165550.28,162395.46,154007.58,189645.64,260281.62,331435.9,446836.27,178188.65,264629.94,145856.36,177381.47,291511,189839.78,312301,307013.81,368479.81,214045,359150.24,223506.28,227988,163857.2,147133.52,380767.03,200004.19,313086.19,205371.72,220676.93,217278.95,225234.34,372919.31,279871.62,291394.47,436802.18,124855.15,218473.75,267345
11/1/2020,174782.33,321880.14,308036.71,160979.48,580864.3,423089.02,274128.25,284867.41,613026.98,261659.8,223329.78,638235.78,327965.64,200675.15,170403.7,167287.66,164176.25,156417.77,190950.11,265791.39,335760.46,454120.04,181011.96,268164.05,147032.31,180261.84,297328,192302.17,315889.84,313076.82,374103.75,217075,363550.1,227213.72,228953,166686.19,149387.55,387333.85,203197.72,318532.78,208281.42,223482.65,220436.02,228004.26,380165.35,283642.01,295521.18,444838.09,127111.27,221688.66,270065
12/1/2020,176725.39,323522.92,313498.55,162362.95,591510.17,428694.42,279186.67,290199.28,616880.59,265113.32,226978.99,645469.38,337584.35,203003.77,172959.64,168484.92,165626.71,158498.42,191468.91,271176.48,339937.46,461409.26,183586.05,271651.93,147850.82,182725.51,303617,194477.27,319918,319040.63,380072.95,219841,368403.36,230887.48,229226,169340.48,151599.17,394144.6,206203.94,324285.52,211018.74,225908.27,223307.8,230687.93,387538.22,287313.2,299460.71,452533.24,129277.69,224439.15,272568
1/1/2021,178542.23,324600.2,318878.3,163707.78,600350.35,434088.52,283964.63,295444.75,619641.86,268687.65,230634.46,652263.77,347945.54,205310.57,175318.12,169390.83,167024.61,160255.33,191822.26,276173.54,343806.21,468001.24,186232.53,274856.87,148877.76,184854.83,310079,196647.47,324030.93,324738.81,385635.99,222544,372997.54,234377.06,229647,171667.94,153679.74,400848.71,208971.73,329657.53,213578.11,228156.76,226182.91,233505.25,394935.05,291203.13,303065.07,460004.33,131392.63,226723.54,274965
2/1/2021,180424.86,325182.23,324466.89,165169.01,607913.88,440201.04,288574.21,300615.64,621976.84,272248.69,234440.97,658967.28,359461.89,207828.56,177690.32,170426.92,168533.58,161881.43,192540.4,281009.09,348021.76,474521.19,189127.79,278113.83,150161.49,187070.91,316894,198996.46,328391.35,330706.73,391289.53,225694,377791.66,237972.93,230189,173857.95,155581.61,407927.46,211673.45,335265.97,216206.42,230611.95,229278.41,236506.18,403009.61,295534.77,306643.8,468098.29,133391.14,228948.83,277336
